nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime
1,2,0.1,2,"[1807, 665]",1061,1899,573,0,1813,95.47130068457082,0:00:22.684580
1,2,0.1,2,"[839, 1591]",1063,1899,574,0,1815,95.57661927330173,0:00:22.684580
1,2,0.1,2,"[1322, 1086]",1065,1899,575,0,1817,95.68193786203265,0:00:22.684580
1,2,0.1,2,"[1460, 1629]",1067,1899,576,0,1819,95.78725645076356,0:00:22.684580
1,2,0.1,2,"[92, 76]",1069,1899,577,0,1821,95.89257503949446,0:00:22.684580
1,2,0.1,2,"[653, 1815]",1071,1899,578,0,1823,95.99789362822538,0:00:22.684580
1,2,0.1,2,"[1384, 841]",1073,1899,579,0,1825,96.1032122169563,0:00:22.684580
1,2,0.1,2,"[1511, 1044]",1075,1899,580,0,1827,96.2085308056872,0:00:22.684580
1,2,0.1,2,"[1560, 425]",1077,1899,581,0,1829,96.31384939441811,0:00:22.684580
1,2,0.1,2,"[1803, 369]",1079,1899,582,0,1831,96.41916798314902,0:00:22.684580
1,2,0.1,2,"[1875, 904]",1081,1899,583,0,1833,96.52448657187995,0:00:22.684580
1,2,0.1,2,"[1151, 1035]",1083,1899,584,0,1835,96.62980516061084,0:00:22.684580
1,2,0.1,2,"[1080, 223]",1085,1899,585,0,1837,96.73512374934175,0:00:22.684580
1,2,0.1,2,"[354, 192]",1087,1899,586,0,1839,96.84044233807268,0:00:22.684580
1,2,0.1,2,"[895, 1722]",1089,1899,587,0,1841,96.94576092680359,0:00:22.684580
1,2,0.1,2,"[1316, 1427]",1091,1899,588,0,1843,97.05107951553448,0:00:22.684580
1,2,0.1,2,"[1811, 696]",1093,1899,589,0,1845,97.1563981042654,0:00:22.684580
1,2,0.1,2,"[234, 1267]",1095,1899,590,0,1847,97.26171669299632,0:00:22.684580
1,2,0.1,2,"[1180, 558]",1097,1899,591,0,1849,97.36703528172723,0:00:22.684580
1,2,0.1,2,"[989, 584]",1099,1899,592,0,1851,97.47235387045814,0:00:22.684580
1,2,0.1,2,"[618, 381]",1101,1899,593,0,1853,97.57767245918905,0:00:22.684580
1,2,0.1,2,"[1451, 1707]",1103,1899,594,0,1855,97.68299104791996,0:00:22.684580
1,2,0.1,2,"[1658, 1249]",1105,1899,595,0,1857,97.78830963665087,0:00:22.684580
1,2,0.1,2,"[1525, 478]",1107,1899,596,0,1859,97.89362822538178,0:00:22.684580
1,2,0.1,2,"[1534, 954]",1109,1899,597,0,1861,97.99894681411268,0:00:22.684580
1,2,0.1,2,"[1631, 1628]",1111,1899,598,0,1863,98.10426540284361,0:00:22.684580
1,2,0.1,2,"[1210, 1210]",1112,1899,599,0,1864,98.15692469720906,0:00:22.684580
1,2,0.1,2,"[1589, 1242]",1114,1899,600,0,1866,98.26224328593996,0:00:22.684580
1,2,0.1,2,"[573, 1432]",1116,1899,601,0,1868,98.36756187467088,0:00:22.684580
1,2,0.1,2,"[1621, 1769]",1118,1899,602,0,1870,98.4728804634018,0:00:22.684580
1,2,0.1,2,"[484, 985]",1120,1899,603,0,1872,98.5781990521327,0:00:22.684580
1,2,0.1,2,"[791, 1144]",1122,1899,604,0,1874,98.68351764086361,0:00:22.684580
1,2,0.1,2,"[1061, 718]",1124,1899,605,0,1876,98.78883622959452,0:00:22.684580
1,2,0.1,2,"[1692, 1003]",1126,1899,606,0,1878,98.89415481832543,0:00:22.684580
1,2,0.1,2,"[1605, 270]",1128,1899,607,0,1880,98.99947340705634,0:00:22.684580
1,2,0.1,2,"[427, 13]",1130,1899,608,0,1882,99.10479199578725,0:00:22.684580
1,2,0.1,2,"[45, 33]",1132,1899,609,0,1884,99.21011058451816,0:00:22.684580
1,2,0.1,2,"[304, 1259]",1134,1899,610,0,1886,99.31542917324909,0:00:22.684580
1,2,0.1,2,"[1753, 1119]",1136,1899,611,0,1888,99.42074776197998,0:00:22.684580
1,2,0.1,2,"[564, 1573]",1138,1899,612,0,1890,99.52606635071089,0:00:22.684580
1,2,0.1,2,"[811, 811]",1139,1899,613,0,1891,99.57872564507636,0:00:22.684580
1,2,0.1,2,"[290, 657]",1141,1899,614,0,1893,99.68404423380727,0:00:22.684580
1,2,0.1,2,"[873, 629]",1143,1899,615,0,1895,99.78936282253818,0:00:22.684580
1,2,0.1,2,"[1228, 1714]",1145,1899,616,0,1897,99.89468141126909,0:00:22.684580
1,2,0.1,2,"[1662, 1662]",1146,1899,617,0,1898,99.94734070563455,0:00:22.684580
1,2,0.1,1,[1241],1147,1899,618,0,1899,100.0,0:00:22.684580
